0x60fefa703bdc5050,LUA_SCRIPT_LINE_MAX
0x319b3a73179325e6,LUA_SCRIPT_LINE_SYSTEM
0x4339f044c426302b,LUA_SCRIPT_LINE_SYSTEM_POST
0x536a03f37e4b64cf,LUA_SCRIPT_LINE_STATUS
0xeea8af080ddf398c,LUA_SCRIPT_LINE_STATUS_SYSTEM
0xca62ff00c47054b7,LUA_SCRIPT_LINE_STATUS_END
0xd19b30861757506c,LUA_SCRIPT_LINE_STATUS_SHIFT
0x8bd3b9d6a0821b49,LUA_SCRIPT_LINE_FIX_CAMERA
0x3d614ebbe77cf043,LUA_SCRIPT_LINE_MAP_CORRECTION
0xfca5dac38a3702a3,LUA_SCRIPT_LINE_FIX_POS_SLOW
0x5cc7253f243d8134,LUA_SCRIPT_LINE_WAZA_CUSTOMIZE
0x7d2169a7b6c85897,LUA_SCRIPT_STATUS_FUNC_EXEC_STATUS
0x288bd56b9ef7ddf7,LUA_SCRIPT_STATUS_FUNC_EXEC_STOP
0x7c282f4ed87ff60f,LUA_SCRIPT_STATUS_FUNC_INIT_STATUS
0x1e278c81ec84140b,LUA_SCRIPT_STATUS_FUNC_STATUS_PRE
0xf9aee0f605814efd,LUA_SCRIPT_STATUS_FUNC_STATUS_MAIN
0x5f281b30c6aaa3d3,LUA_SCRIPT_STATUS_FUNC_EXEC_STATUS_POST
0x5ff1be983d2aa8e0,LUA_SCRIPT_STATUS_FUNC_MAP_CORRECTION
0xb45c838058b58573,LUA_SCRIPT_STATUS_FUNC_FIX_CAMERA
0xbc7fe99d915b00fd,LUA_SCRIPT_STATUS_FUNC_FIX_POS_SLOW
0x0f696ca47d57395a,LUA_SCRIPT_STATUS_FUNC_STATUS_END
0xf74abc50ebbde6a0,LUA_SCRIPT_STATUS_FUNC_EXIT_STATUS
0x95829dcb32716f1a,SITUATION_KIND_GROUND
0x6ed4ea1805342be2,FIGHTER_STATUS_TRANSITION_GROUP_CHK_GROUND_SPECIAL
0xfa86fab3e8eb3ef6,FIGHTER_STATUS_TRANSITION_GROUP_CHK_GROUND_ITEM
0xf22d3d72340c0a07,FIGHTER_STATUS_TRANSITION_GROUP_CHK_GROUND_CATCH
0x47ea83eeb7d5fa4d,FIGHTER_STATUS_TRANSITION_GROUP_CHK_GROUND_ATTACK
0xad9844f6fe04d5f2,FIGHTER_STATUS_TRANSITION_GROUP_CHK_GROUND_ESCAPE
0xd14fe6aacc20ec0a,FIGHTER_STATUS_TRANSITION_GROUP_CHK_GROUND_GUARD
0x4d04f93c01eebfa7,FIGHTER_STATUS_TRANSITION_GROUP_CHK_GROUND_JUMP
0x2fa30780372cff68,FIGHTER_STATUS_TRANSITION_GROUP_CHK_GROUND
0xc48c3e47e0ad0b4c,FIGHTER_STATUS_TRANSITION_GROUP_CHK_AIR_LANDING
0xa08b586b1ba28e54,FIGHTER_STATUS_TRANSITION_GROUP_CHK_AIR_SPECIAL
0x28361661e6073e28,FIGHTER_STATUS_TRANSITION_GROUP_CHK_AIR_ITEM_THROW
0x51e47893faf17d66,FIGHTER_STATUS_TRANSITION_GROUP_CHK_AIR_LASSO
0xffcaad8cdfa63e0c,FIGHTER_STATUS_TRANSITION_GROUP_CHK_AIR_ESCAPE
0xc0ab5864a41c786a,FIGHTER_STATUS_TRANSITION_GROUP_CHK_AIR_ATTACK
0xeb19a3142f90fbfb,FIGHTER_STATUS_TRANSITION_GROUP_CHK_AIR_TREAD_JUMP
0x8ed99b32662ff3c2,FIGHTER_STATUS_TRANSITION_GROUP_CHK_AIR_WALL_JUMP
0x52bd5a5bc8490a71,FIGHTER_STATUS_TRANSITION_GROUP_CHK_AIR_JUMP_AERIAL
0x345eff8f3c1977d5,FIGHTER_INSTANCE_WORK_ID_FLAG_HAMMER
0xb00a009c070dbf5d,FIGHTER_STATUS_KIND_HAMMER_FALL
0xa064a2bc1d6bc2ca,FIGHTER_INSTANCE_WORK_ID_FLAG_KNOCKOUT
0x9fb406ae5e922e8b,FIGHTER_STATUS_KIND_DOWN_DAMAGE
0xe84e507f9c1e1830,FIGHTER_PAD_CMD_CAT1_FLAG_SPECIAL_HI
0xb3ccd37f3561dd12,FIGHTER_STATUS_TRANSITION_TERM_ID_CONT_SPECIAL_HI
0xb7abb7e1e75c1ee6,FIGHTER_STATUS_KIND_SPECIAL_HI
0x072bcadc2e80b61e,FIGHTER_PAD_CMD_CAT1_FLAG_SPECIAL_S
0x3f22ff8b938d374c,FIGHTER_STATUS_TRANSITION_TERM_ID_CONT_SPECIAL_S
0xeecc0372a7d2a2ef,FIGHTER_STATUS_KIND_SPECIAL_S
0x51ac15b3c61a7c71,FIGHTER_PAD_CMD_CAT1_FLAG_SPECIAL_LW
0xa51afb6141c22f8b,FIGHTER_STATUS_TRANSITION_TERM_ID_CONT_SPECIAL_LW
0xd33b80d6c234e6a5,FIGHTER_STATUS_KIND_SPECIAL_LW
0x596a34880d178343,FIGHTER_PAD_CMD_CAT1_FLAG_SPECIAL_N
0x1c4082cec09bf74a,FIGHTER_STATUS_TRANSITION_TERM_ID_FINAL
0x5606d9a65929c27e,FIGHTER_STATUS_KIND_FINAL
0xd1960190697336a3,FIGHTER_STATUS_TRANSITION_TERM_ID_CONT_SPECIAL_N
0xb438f828109d59c8,FIGHTER_STATUS_KIND_SPECIAL_N
0xc7534cfbf0b711b9,FIGHTER_PAD_CMD_CAT1_FLAG_CATCH
0x5a1265c648bf7c9e,FIGHTER_STATUS_TRANSITION_TERM_ID_CONT_ITEM_THROW_FORCE
0xdc0593115a9b9e57,MA_MSC_ITEM_CHECK_HAVE_ITEM_TRAIT
0x542893a459a85d65,ITEM_TRAIT_FLAG_NO_THROW
0x1ed25b84c723b4ae,FIGHTER_STATUS_KIND_ITEM_THROW
0xc945f94412630ec6,FIGHTER_PAD_CMD_CAT3_FLAG_ITEM_LIGHT_THROW_ALL
0xbe189a42033f63de,FIGHTER_STATUS_TRANSITION_TERM_ID_CONT_ITEM_THROW
0x09646fc2b2e00679,ITEM_TRAIT_FLAG_THROW
0x07c939ec37fc01eb,ITEM_TRAIT_FLAG_SHOOT
0x2516fb461f491915,FIGHTER_INSTANCE_WORK_ID_INT_INVALID_CATCH_FRAME
0xf0a3200f65513a00,FIGHTER_STATUS_TRANSITION_TERM_ID_CONT_CATCH
0x9bdd69a2b19979af,FIGHTER_STATUS_KIND_CATCH
0x5e73b9237e775475,FIGHTER_PAD_CMD_CAT1_FLAG_ATTACK_N
0xbbdbf88ac61dc16f,ITEM_KIND_SPECIALFLAG
0x511ff4833bc189f2,ITEM_KIND_BOMBER
0xecf08647bd795408,FIGHTER_STATUS_KIND_ITEM_SPECIALFLAG_HOIST
0x86c78166ab22bbf5,FIGHTER_PAD_CMD_CAT1_FLAG_ATTACK_S4
0x3059d3acfd2222d3,FIGHTER_STATUS_TRANSITION_TERM_ID_CONT_ITEM_SWING_4
0x78c44a6d2bb9f92a,ITEM_TRAIT_FLAG_SWING
0x5be66751883cf78c,FIGHTER_STATUS_KIND_ITEM_SWING_S4_START
0x422a33ce6554975a,FIGHTER_STATUS_TRANSITION_TERM_ID_CONT_ITEM_SHOOT_S4
0x4e23ffe17cb1c762,FIGHTER_STATUS_KIND_ITEM_SHOOT_WAIT
0xbd0fd5e4c956b405,FIGHTER_STATUS_TRANSITION_TERM_ID_CONT_ATTACK_S4_START
0xa5e026f2a59eb18f,FIGHTER_STATUS_KIND_ATTACK_S4_START
0xf9825bda89a095fb,FIGHTER_PAD_CMD_CAT1_FLAG_ATTACK_HI4
0x6d221af69dca1a73,FIGHTER_STATUS_TRANSITION_TERM_ID_CONT_ATTACK_HI4_START
